llm_summary,LABEL
" Function impacted: Manage Portal Work order: A00412526 Case number: 02691031 Issue: Customer received an error message ""don't hold this against us, but the webpage you are trying to access is either missing or broken.NOTE: this is a migrated/suspended acct"" when trying to access the welcome email.",duplicate dtn issue
" Accounts with missing lead data are entering the C2F migration flow. This can be seen in the ""Orders from dup case report"" tab of the attached spreadsheet. The impact is not fully understood, but it appears that QF accounts are not affected. Further investigation is needed to determine why leads with missing data are able to create accounts.",duplicate dtn issue
 Billing issue: Customer unable to add billing information on q.com after account migration from CTL BAID PPB04685656. Case number: 02621024.,duplicate dtn issue
 Fiber Internet Ordering is impacted by an issue.,duplicate dtn issue
 Function Impacted: Manage Portal Issue Category: QF Customer is unable to sign up and getting an error message. The issue persists even after trying to activate through activate.q.com and a custom PURL.,duplicate dtn issue
" Product offers not received from SFCCgetOffers for addresses from O2 with Google or Corelogic source, impacting 3-4% of orders. Parity needed with Q.com for these addresses. Examples of affected addresses include: - 516 SW 27TH TER, CAPE CORAL, FL, 33914 - 3814 SOUTHSHORE BLVD, LAKE OSWEGO, OR, 97035 - 520 SW 27TH TER, CAPE CORAL, FL, 33914 - 6805 Corporate Dr, Colorado Springs, CO, 150, 80919 - 31212 County Road 435, Sorrento, FL, 32776 - 8409 27th Pl N, New Hope, MN, 55427 - 37 N Amherst St, Colorado Springs, CO, 80911 - 234 S 100 E, Willard, UT, 84340 - 6955 Birdseye Ave NE, Lacey, WA, 209, 98516",duplicate dtn issue
 - Function impacted: Unable to update payment information. - Issue category: Billing/Payment. - Customer is unable to update payment information due to a broken or missing link when signing in. - The affected account is a migrated account and is currently in suspended status. - Salesforce Customer Account URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000MWmx4IAD/view,duplicate dtn issue
 Orders stuck in RTS. Refer to the link for more details.,duplicate dtn issue
 Function Impacted: Manage Portal Issue Category: QF: Manage Portal Work Order: NA Summary: Unable to log into the portal,duplicate dtn issue
 Unexpected end-of-input error occurred in qf_APIHandler class while inserting BF API transactions. The detailed error information can be found in the Error object with ID 'a8dDo000004Dl1jIAC'. This error is causing issues in the insertion of BF API transactions.,duplicate dtn issue
 Quantum Fiber account sign-in issue (Case 02701450): Broken link leads to a missing or broken page. The affected account is a migrated account. The Salesforce Customer Account URL is provided.,duplicate dtn issue
" A migrated account is currently suspended and unable to update the payment method through the app, website, or deep link due to an error message: ""Don't hold this against us.""",duplicate dtn issue
" A duplicate account exists under the names Jonathan Barnea and Ethan Holt. Request to remove one of the accounts. Work Order: A00327023, Case Number: 01330953.",duplicate dtn issue
 - Order stuck due to orchestration issues. - Order no longer on hold in O2. - Community user account needs to be created. - Orchestration issues preventing installation progress. - Order in jeopardy status.,duplicate dtn issue
" Customer reported a login issue on the website after changing the username. The issue occurs on both Windows laptop and Android phone using Google Chrome. The login shows as successful but the webpage fails to load, displaying a ""we are directing to a better place"" message. Cookies are accepted and the customer can access the account via the mobile app.",duplicate dtn issue
 Partner Portal is impacted. Customer cannot update payment method. Case Number: 01324514,duplicate dtn issue
" Customer is unable to access their account on Q.com due to an error message stating ""We're Sorry.. The page you are looking for is either missing or broken"". The issue is specific to the Q.com website, as the customer is able to log into their QF App without any issues.",duplicate dtn issue
 Function Impacted: Billing/Payment Issue Category: Unable to update payment - Customer is unable to update payment and continuously receives an error message upon login. - The error message states that the page is missing or broken. - The issue persists even after trying different browsers. - Additional Note: This is a migrated/suspended account. - Salesforce Cx Account URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000R7xUrIAJ/view,duplicate dtn issue
" Customer confirmation email shows incorrect speed of 200M instead of the actual ordered speed of 500M, while the order itself is correct.",duplicate dtn issue
 An account needs to be closed as the orchestration plan is frozen.,duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: System Performance **Work Order**: N/A,duplicate dtn issue
 Customer is unable to create an account for Instant Internet Ordering.,duplicate dtn issue
 Frozen - Fatally Failed/ order is canceled due to SQE Check with SQE for the address Id.,duplicate dtn issue
" A customer named David is experiencing issues while trying to upgrade his internet speed from 500 Mbps to 940 Mbps through Instant Internet Ordering. When he enters his payment information and clicks continue, he receives a message stating, ""Failed to lock. Looks like we are running into a problem."" The issue persists across multiple devices, including his phone, iPad, and laptop.",duplicate dtn issue
" Duplicate pods are shipping to the customer, resulting in no additional charges. This issue affects multiple accounts. Account details: Account Name: 6458 FRANKLIN ST OMAHA NE Account Number: 001Do00000R8rJOIAZ",duplicate dtn issue
" A customer's credit card expiration date keeps changing in Zuora, causing payment failures and account jeopardy. Despite previous incident INC6433881 where the expiration date was manually updated to 11/26 and payment processed successfully, the expiration date changed again to 10/2026. The issue seems to occur on the 18th of each month (3/18, 4/18) and once on 4/5.",duplicate dtn issue
" A user named Nancy Maureen Sinykin requires her middle name, ""Maureen,"" to be added to her account in order to process her Lifeline application. Attempts to add the middle name through the ""Update User Info"" box and updating the contact/account name on the customer account have failed. The Salesforce Customer Account URL is provided.",duplicate dtn issue
 - Function Impacted: None specified - Issue Category: All Other Issues - Work Order: That's the problem - Case Numbers: 02816162 and 02765796 - SFDC Cx Acct URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/0013j00003FHoGUAA1/view,duplicate dtn issue
 Need to add separate facilities for 2 different trailers at the same address. Unable to create a lead and case to put in an address fallout case.,duplicate dtn issue
 Function Impacted: All Other Issues,duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: System Performance **Work Order**: N/A **Case Number**: 02772354,duplicate dtn issue
" An active account is missing an A order and the OP, affecting multiple accounts. The order is missing and there's no activation date, preventing the creation of a repair case. An investigation is required to determine how the activation occurred without an A order. The Salesforce Customer Account URL is provided for reference.",duplicate dtn issue
" **Summary:**  - System performance issue reported. - Work Order: A00690698. - Purchased data rate mismatch in Salesforce for multiple accounts:   - Angel Luna (DTN1550170955) and Jose Valle (DTN1500049492) show 500M speed in assets but purchased data rate in Salesforce doesn't reflect it.   - Jared Lucy (DTN1550240399) has an order in process (A00617978) to change the plan to 500M $65, but the account currently reflects 940M instead of 500M.",duplicate dtn issue
 Function impacted: Pod shipment quantity issue. Issue category: Equipment replacement PODs were being sent. Customer received 15 PODs (3 boxes of 5).,duplicate dtn issue
" - SNID installed, but DTN not retrieved. - Address: 124 SE 12TH ST CAPE CORAL FL USA 33990. - Previous active address: https://ctl-fiber.lightning.force.com/lightning/r/vlocity_cmt__OrchestrationItem__c/a4nDo000001SoM5IAK/view. - Case Number: 01364967.",duplicate dtn issue
" Customer is unable to click on the 'Shop' button on q.com to order pods, even after trying a different browser and logging out and back in.",duplicate dtn issue
" Unable to place a Fiber Internet order on q.com due to an error message: ""We apologize for the inconvenience and cannot proceed with your order."" The error occurs during scheduling and payment, stating that Px cannot process the order. The customer receives a TxID: 1712704823162eaa. The customer's address is 332 N 160th St, Shoreline, WA 98133.",duplicate dtn issue
 Function impacted: Salesforce Issues Issue category: System Performance Work order: A00770026,duplicate dtn issue
" **Function Impacted:** Instant Internet Ordering **Issue:** OP fatally failed at ""ACS SmartNid: Reset Gateway"" WO A00388231 **Case Number:** 01602687 **Summary:** A deactivation case was created to deactivate customer service. An order was scheduled to close the account on September 10, 2023, but the order is still in progress. Please assist in completing the order and closing the account.  **Additional Information:** - SFDC CX Account URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000Jnir0IAB/view",duplicate dtn issue
 Function impacted: None Issue category: All other issues Work order: A00598369 Summary: Downgrade order completed by SFCC integration. SFC shows 500M but provisioning and subscription did not update for migrated customer.,duplicate dtn issue
" Instant internet upgrades are not disconnecting immediately when selected. A disconnect was created with today's date, but the system set it for May 1st and left the account active.",duplicate dtn issue
" **Summary:**  Lisa Edwards contacted customer service to report an issue updating her method of payment (MOP). She attempted to update her MOP on multiple devices, including a computer, laptop, and cellphone, but encountered an error message stating ""Were sorry, don't hold it against us, the page you are looking for is either missing or broken.""",duplicate dtn issue
 Function Impacted: Instant Internet Ordering Issue Category: QF: Manage Portal Case Number: 01635394 Summary: Unable to activate service,duplicate dtn issue
 Customer is facing issues on Q.com website: - Unable to make payment as the website freezes during the process. - Unable to update payment method in the portal as the submit button is not clickable.  Relevant Links: - Salesforce Cx Account URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/0013j00003CrrqlAAB/viewContent - Square Session: https://app.contentsquare.com/#/session-replay?project=5091&hash=a35fd5d6862ff74e40c6de75bd94ea4e,duplicate dtn issue
 **Issue Category**: Migration **Customer Email**: dawn.mcgeorge@gmail.com **Opt In Customer**: No **Address/Qualification Issue**: No **Customer is out of service**: No **Case Details**: Work order has a JSON error and needs to be moved to complete.,duplicate dtn issue
 Salesforce Issues: System Performance (Work Order: A00623632),duplicate dtn issue
" Customer offered to reschedule installation appointment. System didn't provide April options, though they were available.",duplicate dtn issue
 - Function impacted: SNID Cache Update Request. - Issue category: QF: Manage Portal. - Work order: 01063395. - Case number: 01063395. - Need to clear smartNID cache and remove smartNID indicator from the account address in Salesforce. - QF device at the address has been decommissioned. - Salesforce Cx Account URL provided.,duplicate dtn issue
" The issue is about a discrepancy in the account suspension date between the app and the system. The app shows the suspension date as 03-18, while the system shows it as 03-19. This resulted in the customer being charged for the month.",duplicate dtn issue
" Customer named Jason reported an issue with his internet service. He claims that the speeds he is experiencing do not match those stated in his account. Additionally, he noticed a discrepancy in the pricing, as his portal shows a charge of $65 for 200 Mbps, but his provisioned speed is only 100 Mbps.",duplicate dtn issue
" - Customer will not return the equipment, so please remove the request for return equipment from Salesforce. - Order A00675988 was cancelled, but the rollback process did not complete successfully. Please ensure the order is fully cancelled. - Please remove the request for return equipment in the ""Assets"" section of the Salesforce account. - URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/0013j00003Dh4nqAAB/view",duplicate dtn issue
 A system performance issue with the Fiber Internet Ordering function is preventing the sending of contact engine communications for rescheduled installation appointments. This is impacting work order A00333072 and case number 01405600.,duplicate dtn issue
" Fiber internet ordering system is experiencing performance issues. When checking availability for an address at 1120 GRAND AVE UNIT 103 St Paul, MN 55105, users encounter a CSRF Token Mismatch error.",duplicate dtn issue
 - Function impacted: Fiber internet ordering - Issue category: All other issues - Work order: A00436715 - Case number: 01748294 - Summary: SmartNID status enabled without installation,duplicate dtn issue
 **Function impacted:** Instant Internet Ordering **Issue category:** System Performance **Work order:** 05290688 **Case number:** 02638041,duplicate dtn issue
 Function Impacted: SQE Issue Category: QF Issue Description: Customers are getting a "Failed to Load" error when checking service availability on q.com. Potential Root Cause: Internet connection issue. Suggested Resolution: Customers should verify their internet connection and refresh the page. Related Information: SFDC Cx Lead URL: https://ctl-fiber.lightning.force.com/lightning/r/Lead/00QDo00000TNWS3MAP/view,duplicate dtn issue
 A customer's address is showing both instant internet and fiber internet. The customer is in a Building With Fiber (BIWF) setup and the modem is authenticating.,duplicate dtn issue
 User is unable to update communication preferences and is experiencing an error.,duplicate dtn issue
 Function impacted: Release username from abandoned account. Issue category: System performance. Case number: 02707788. Error: Username dkchris1234@infowest.com is already in use. Username tied to abandoned activation account with no DTN. Unable to update username via Salesforce due to missing update user info button. Request to release username dkchris1234@infowest.com for reuse. Provided Salesforce customer account URL.,duplicate dtn issue
 Customer is unable to make a payment on Q.com due to an error with the payment method. The issue persists even after trying with two different cards.,duplicate dtn issue
" - Salesforce agent UI issue reported (INC4511086). - Speed change in the buyflow on 10/11. - Purchased rate discrepancy: Salesforce says 200, customer portal says 200, but speed never changed in programming and billing. - Case open for downgrade. - Agent handling the case: Jeff Taylor.",duplicate dtn issue
" Salesforce agent UI issue (INC4516795) with case number 273361 reported. The customer, Kevin Jackson, requested a service upgrade on 01/19/2022 (case 206182). The upgrade to 940 speed was completed by agent Lorita White sometime between 02/06 and 03/06. Despite the upgrade, the purchased speed is still showing as 940/payment, while the subscription links indicate 200 speed and modem lease.",duplicate dtn issue
 Customer complaint: - Customer is subscribed to a 940 MB plan but is only receiving 220 MB speed.,duplicate dtn issue
" **Function Impacted**: Partner Portal **Issue Category**: QF: Manage Portal **Summary**: Customer is unable to update new card due to error message ""Transaction fail, Failed to update card"".",duplicate dtn issue
 Function Impacted: Manage Portal Issue Category: QF: Manage Portal - cannot pause,duplicate dtn issue
 INC4746085 - Partner Portal issue. Customer Peter Pilz from Germany had their account paused from 05/11/2022 to 10/02/2022 but was still charged for June services.,duplicate dtn issue
 A customer called in to inquire about pausing her service. She was unable to find the option to pause her service on the Partner Portal website.,duplicate dtn issue
" **Function Impacted**: Page Missing/Broken after logging in **Issue Category**: QF: Manage Portal **Work Order**: NA **Summary**: Customer experienced a login issue after resetting their password. Upon attempting to access the home page, they encountered a ""page missing or broken"" error. The affected URL is provided: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000R8LCfIAN/view",duplicate dtn issue
" Function impacted: Manage Portal Issue category: QF: Manage Portal Work order: NA Summary: Users are unable to access their profile on q.com and receive an error message stating ""We're sorry, do not hold this against us."" The issue persists across multiple devices and after changing email and password. Note: This is a migrated account. SFDC Cx Acct URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000R6g4eIAB/view",duplicate dtn issue
" **Summary:** Customer is experiencing login issues and is unable to update their payment method. They have tried resetting their password and creating a new one, but are still unsuccessful. The customer is frustrated and wants to cancel their account. A $30 credit was offered, but the account is in suspended status and cannot be canceled.",duplicate dtn issue
 **Summary:** There's an issue with accessing the Fiber Internet Ordering portal. Case number is 01190254. The issue falls under the "QF: Manage Portal" category.,duplicate dtn issue
" **Summary**  The website q.com is allowing customers to order installations for instant properties, which is incorrect and has resulted in failed sign-ups. Previous incidents related to this issue were reported in March 2024.",duplicate dtn issue
 **Summary:**  Customer is unable to pay their bill in the new Brightspeed Manage Portal due to a technical issue. They risk having their service suspended if the issue is not resolved promptly.,duplicate dtn issue
" A customer, Mrs. Sumner, reported an issue with the Partner Portal. She received an email from Brightspeed asking her to update her payment method. However, when she tried to make the payment on the portal, it failed to process. The issue category is Billing/Payment, and the case number is 00321420.",duplicate dtn issue
" Salesforce agent UI System Performance issue. Order in progress, work order complete, customer has active service. Need to correct and complete the order. Case Number: 00884494",duplicate dtn issue
 Customer: accounting@corporates.com Issue: Migration Opt In Customer: Yes Address/Qualification Issue: Yes Customer is out of service: Yes Additional Info: Account is still showing pending activation,duplicate dtn issue
 Unable to change internet speed from 940 Mbps to 200 Mbps and receive the correct $30 pricing for the 200 Mbps plan.,duplicate dtn issue
 **Function Impacted**: Dispatch FSL **Issue Category**: Manage Portal Book appointment times wrong,duplicate dtn issue
 Function impacted: Suspend Non-Pay/Restore Issue category: QF,duplicate dtn issue
 Customer returned equipment is still reflecting in their portal and they are still being billed.,duplicate dtn issue
" Customer reported an issue with the payment method on Partner Portal after the migration from QF to BSP. The customer received a notification to update the payment method, even though the card information is correct and was working fine with QF. The customer is concerned about the possibility of account suspension due to this issue, which they believe is not their fault.",duplicate dtn issue
" A customer reported an issue with the Fiber Internet Ordering system. Specifically, they are unable to make a payment through the portal because there is no invoice available for the past due amount.",duplicate dtn issue
 Fiber Internet Ordering impacted due to Orchestration not starting. Case number is 01673591.,duplicate dtn issue
 Fiber Internet Ordering is impacted by an issue where orchestration won't start. Case Number: 01673743,duplicate dtn issue
 Fiber Internet Ordering is impacted by an issue preventing the cancellation of work order 02080638.,duplicate dtn issue
 Customer is unable to add a new pod using Instant WiFi Ordering due to a redirection loop.,duplicate dtn issue
 Function Impacted: Salesforce agent UI Issue Category: All Other Issues Work Order: 02300915 Summary: An order is in 'ready to submit' status without an orchestration plan. Customer service and Zuora are actively working on the issue.,duplicate dtn issue
 Orders requested for the entire site resulted in an error for 5 orders. The error is due to duplicate entries in the system. The error message is "IMPROV:ERROR : [LDAP: error code 68 - Entry Already Exists]; nested exception is javax.naming.NameAlreadyBoundException: [LDAP: error code 68 - Entry Already Exists]; remaining name 'uid=communitycommonf'".,duplicate dtn issue
" Fiber Internet Ordering impacted due to Orch stuck on pending. Work Order: 02928259, Case Number: 01668033.",duplicate dtn issue
 **Summary:** Fiber internet order cancellation issue due to engineering design change. Representative canceled orders in O2 but they remain pending and assigned to a technician.,duplicate dtn issue
 Salesforce agent UI is impacted due to multiple subscriptions issue in the billing/payment category.,duplicate dtn issue
 **Function Impacted**: Salesforce agent UI **Issue Category**: All Other Issues **Case Number**: 00674478 **Summary**: Two subscriptions are present on the account. The customer wants one of the subscriptions to be removed.,duplicate dtn issue
 **Summary:**  - Customer ordered Connected Voice on 07-25. - No A order was created for CV. - A payment of 95.68 was taken on 07-25. - Alianza port order has been manually created. - ATA has been ordered in Ingram.,duplicate dtn issue
 **Function Impacted**: Salesforce agent UI **Issue Category**: Billing/Payment **Summary**: Multiple subscriptions exist on the account.,duplicate dtn issue
" System performance issue reported for Instant Internet Ordering. Multiple builds are affected. Addresses are showing red, indicating orders have been created but none have. Polygon shows in service, but QFS shows no build under polygon and orders cannot be created. Urgent assistance is needed. Additional example provided: N.605296 Painted Woods South in IA, IA987.",duplicate dtn issue
 Partner Portal is impacted due to an issue where customers are unable to change their package or speed within the portal.,duplicate dtn issue
 Fiber Internet Ordering is impacted by an unknown issue. Orchestration won't start. Case Number: 01673826,duplicate dtn issue
 Salesforce agent UI is impacted due to an issue in billing or payment. The case number is 00685022. It involves multiple subscriptions.,duplicate dtn issue
 Dispatch FSL is experiencing an internet outage.,duplicate dtn issue
 **Summary:** Fiber internet ordering is impacted due to an issue with QF: SOM Orchestration not starting.,duplicate dtn issue
" A service appointment and order were canceled, but the work order remains in an allocated status. Status change request and refund cases have been created. This example is being added to help resolve a system issue with the flow through to abandoned activation.",duplicate dtn issue
 Fiber Internet Ordering is impacted due to an issue with QF: SOM. Orchestration won't start. Case Number: 01673849,duplicate dtn issue
 Fiber Internet Ordering is impacted due to an issue with the Manage Portal modal not appearing for in-JEP customers.,duplicate dtn issue
" **Summary:**  Customer Robert Williams is unable to order fiber internet service due to an error message indicating no fiber availability in his area. However, he used the pin drop feature and confirmed the address's eligibility for fiber in Optius. A technician also confirmed the availability.  **Key Details:**  - Customer: Robert Williams - Issue: Unable to order fiber internet service - Error Message: ""No fiber in area"" - Address: Confirmed eligible for fiber in Optius - Confirmation: Technician confirmed fiber availability",duplicate dtn issue
" Partner Portal issue (Case #00433263): Customer paused service on the portal, but account is still active and incurring charges.",duplicate dtn issue
" Dispatch FSL function impacted. Work order SA-627150 dispatched twice to install QF, but the customer had been suspended and still owed $80.",duplicate dtn issue
" Salesforce agent UI is impacted. Work order 157460 and case number 170390 are affected. The work order won't cancel in unscheduled, and the SA is canceled. Additionally, the orch plan is frozen.",duplicate dtn issue
 - Account disconnected on 4/27/2022. - Still shows active and billing.,duplicate dtn issue
 Customer unable to order 360 pods with an active account.,duplicate dtn issue
 - Customer had a deactivation case on 4/28. - The deactivation case did not close the account.,duplicate dtn issue
 **Summary for Text Classification Model:**  - Function Impacted: Fiber Internet Ordering - Issue Category: System Performance - Case Number: 01661258 - Error encountered during the buyflow process in Salesforce. - Salesforce Lead URL: https://ctl-fiber.lightning.force.com/lightning/r/Lead/00QDo00000CPfQwMAL/view,duplicate dtn issue
 Fiber Internet Ordering is impacted due to multiple Resume Service orders.,duplicate dtn issue
 A customer reported an issue with the Instant WiFi Ordering function in the Manage Portal. The issue prevents the portal from showing 360 WiFi pods as an option when attempting to add them. Case Number: 00644046.,duplicate dtn issue
" Customer is unable to pay their bill with a Mastercard due to an unverified payment. The payment method is not being accepted by the bank or payment processor, despite manual entry. It is unclear if the customer is missing information, if there is an inaccuracy, or if there is an issue with the payment processor.",duplicate dtn issue
 **Function Impacted:** Salesforce agent UI **Issue Category:** QF: SOM **Work Order:** A00288474 **Case Number:** 1294330  **Summary:** The account status needs to be changed to Active as the order has been completed.,duplicate dtn issue
 Function Impacted: Update A order SLA status so the customer can place an order in the portal. Issue Category: QF: SQE MARY WHETSTINE is reporting an issue adding connected voice. She is unable to proceed on the website because there is no option to click the correct radio button to continue. Order A00624571 is affected. The SLA status is stuck on "in progress" and should be "complete" (all steps in the OP show completed). Please update the A order status so that the customer can place a CV order in the portal. SFDC Customer Account URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000R7dsHIAR/view,duplicate dtn issue
 A customer requested to disconnect their internet service. The account is in the ORCH plan and shows a frozen status. The customer wants the account disconnected and closed.,duplicate dtn issue
" Billing/Payment issue: Customer's account is linked to another account with a different address, impacting Fiber Internet Ordering.",duplicate dtn issue
" **Function Impacted:** Instant Internet Ordering **Issue Category:** System Performance **Summary:** Unable to deactivate service from the front page in Salesforce due to an unhandled fault error. The customer requested a service disconnect before their next payment date on September 18th, 2023.",duplicate dtn issue
 **Function Impacted**: Instant Internet Ordering **Issue Category**: QF: Manage Portal **Summary**: Thomas is unable to sign up for service when visiting activate.q.com as the website freezes at around 10% loading progress.,duplicate dtn issue
 Partner Portal impacted. No work order or case number provided. Customer has a duplicate DTN: 01693609.,duplicate dtn issue
" Orchestration failure at ""Send Order Confirmation Email"" node. After retrying, DTN and relevant information populated in service delivery. ""FDH"" and ""Splitter, Port"" information were adjusted.",duplicate dtn issue
 UDIF error while requesting orders due to 'error loading child premises'. This prevents automated order processing.,duplicate dtn issue
 Function Impacted: All Other Issues,duplicate dtn issue
 A fiber internet order for account A00426854 failed at the "HSI Fiber Assetize" step. Please investigate.   Account URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000MWmE8IAL/view,duplicate dtn issue
" Fiber internet order impacted. Work order 02392830, case number 01572728 SA-8706401 completed but account stuck in pending activation. Fatal failure at step ""Update IMPROV for SmartNID"".",duplicate dtn issue
 Managed portal displays incorrect amount due after removing CV basic. The correct amount should be $30 after applying a $45 discount on the $75 rate.,duplicate dtn issue
 **Summary:**  - Salesforce agent UI impacted. - Issue category: Manage Portal SNID status enabled without installDuplicate. - DTN: 1500194525.,duplicate dtn issue
" A customer attempted to deactivate their service on 4/5 but the order failed. Two new orders, A00715133 & A00715134, were created but are frozen and need to be processed to allow the disconnection order to be generated. The E2E team is requested to resolve the OP issues on the A orders and ensure the disconnect order can be processed.",duplicate dtn issue
 Fiber Internet Ordering impacted due to duplicate DTN on the account.,duplicate dtn issue
 Customer received only 2 pods (4A85C01B31 pod / 4A85D0006E super pod) instead of 3. The system incorrectly shows that 3 pods were provided. Technician connected only 2 pods.,duplicate dtn issue
 Function impacted: Instant Internet Ordering Issue category: QF: Manage Portal Issue: Manage Portal tries setting up service at activate.q.com or fiber.q.com and doesn't allow setup,duplicate dtn issue
 - Function Impacted: Instant Internet Ordering - Issue Category: QF: Manage Portal - Case Number: 01621742 - Issue: Link for internet sign up is not working,duplicate dtn issue
" Equipment Cx ordered pod 3/20/2024 via case 02617888. Related A order (A00685216) was cancelled on 4/3/24, causing the OP to be stuck ""in progress"". Request to fully cancel OP and update status to ""cancelled"". Cx Acct URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/0013j00003BHkVRAA1/view",duplicate dtn issue
" Repair Case generation is impacted due to missing SNID. The SmartNID was removed from assets on 8-9-23. An attempt to issue a repair for a Rouge ONT is only allowing pods to be selected. Additionally, the Fiber internet asset is not on the account and needs to be added back. It appears that order A00357103 was never fully cancelled or completed, and needs to be set to cancelled status. The Fiber Internet product needs to be set to ""Active"" status under assets, as it currently shows ""Deleted"" status.",duplicate dtn issue
 Fiber Internet Ordering is impacted due to an issue where the System of Management (SOM) is showing availability in the Uniqual system but orders cannot be placed with the @q.com domain.,duplicate dtn issue
 A customer reported an issue with their fiber internet order. The issue is related to the assignment of a shared DTN (1500078239) with another customer named Alexa Keigan who lives in a different unit at the same address. The customer needs a different DTN assignment to proceed with the installation since there is no smartNID in place.,duplicate dtn issue
 Two accounts with the same DTN at different addresses are causing issues with Fiber Internet Ordering.,duplicate dtn issue
" A customer named Jerry Eggleston contacted customer service to place an order for the 360 wifi modem. However, he was unable to find the option to order the modem on the shop section of the company's website (q.com).",duplicate dtn issue
 Salesforce agent UI impacted. Account in pending status despite SA completion.,duplicate dtn issue
" Deactivation cases are not generating disconnect orders. For example, cases 02742848 and 02720636 are still processing, but no A orders have been generated.",duplicate dtn issue
 Portal cannot be unpaused in Manage Portal.,duplicate dtn issue
" **Summary:**  - Fiber Internet Ordering function is impacted. - Fatal failure occurred at the step ""OSS Optius Under Construction Service Activation"" for account A00420034 since October 4, 2023. - Investigation is required. - Provided URL for the Salesforce Customer Account.",duplicate dtn issue
 Function Impacted: Instant Internet Ordering Issue Category: QF: Manage Portal Specific Issue: Unable to create new account,duplicate dtn issue
" Function Impacted: Manage Portal Issue Category: QF Work Order: A00340216 Case Number: 02566697  Summary: An account needs to be closed. Deactivation cases return an error, preventing record creation due to an invalid field type. Deactivation case 02566697 was created, but no A order was generated.  Relevant URL: https://ctl-fiber.lightning.force.com/lightning/r/Account/001Do00000JoElgIAF/view",duplicate dtn issue
" **Summary:**  Fiber internet ordering is impacted due to a ROP failure after an address was added in O2. The root cause is the absence of an address ID in SF, which occurred because of the ROP failure. Work order 02740135 and case number 01619455 are associated with this issue.",address correction
 **Summary:**  Fiber Internet Ordering is impacted due to a ROP failure. The work order number is a00400734 and the case number is 01616277.,address correction
" **Summary:**  Fiber internet ordering is impacted due to a missing DTN (did not create) in work order A02632485, case number 0123146. This issue falls under the QF: SOM category.",address correction
 SQE unable to ROP.,address correction
 Fiber Internet Ordering is impacted due to a ROP failure after an address was added in O2. The root cause is the absence of an Address ID in SF because of the failed ROP. The work order number is 02727265 and the case number is 01617961.,address correction
 **Summary:**  Fiber internet ordering is impacted due to a ROP (Routing Optimization Process) failure after an address was added in O2. The root cause is the absence of an Address ID in SF (Service Fulfillment) because of the failed ROP.  **Key details:**  - Function Impacted: Fiber Internet Ordering - Issue Category: QF: SOM (Quality Failure: Service Order Management) - Work Order: 02756283 - Case Number: 01625259,address correction
 QF: SQE failure in Orchestration plan and requires determination.,address correction
 SQE Check with SQE for the address Id fatally failed.,address correction
" Fiber Internet Ordering impacted due to QF: SOM issue. Work Order: 02887964, Case Number: 01669489. Unable to ROP.",address correction
 Salesforce lacks an Address ID for SQE.,address correction
 An issue related to the failure of SQE ROP.,address correction
 **Function Impacted**: Fiber Internet Ordering **Issue Category**: QF: SOM **Work Order**: 02877070 **Case Number**: 01669481 **Summary**: Unable to ROP,address correction
 SQE unable to ROP.,address correction
" **Summary:** Fiber Internet Ordering is impacted due to an issue with QF: SOM. Work Order: 02674338, Case Number: 01589795. Unable to ROP.",address correction
" SQE failing SQE in ORCH plan, DTN needed.",address correction
" Fiber Internet Ordering impacted due to QF: SOM issue. Work Order: 02870192, Case Number: 01662080. Unable to ROP.",address correction
" Fiber Internet Ordering impacted due to QF: SOM issue. Work Order: 02337150, Case Number: 01453386. Unable to ROP.",address correction
 A quality failure occurred due to a failed ROP (Run on Printer) process.,address correction
 **Function Impacted**: Fiber Internet Ordering **Issue Category**: QF: SOM **Work Order**: 02847246 **Case Number**: 01650985 **Summary**: Unable to ROP,address correction
 SQE unable to ROP.,address correction
 **Function Impacted**: Fiber Internet Ordering **Issue Category**: QF: SOM **Work Order**: 02958347 **Case Number**: 01671641 **Summary**: SQE address validator ROP failed.,address correction
" An issue related to quality failure (QF) was reported, specifically concerning the failure of the Run-On Prevention (ROP) process.",address correction
 Unable to perform ROP due to SQE.,address correction
 **Summary:** Fiber Internet Ordering is impacted due to a QF issue where SOM needs DTN.,address correction
 Incorrect redirection of Instant 360 WiFi addresses to Instant Internet activation page.,address correction
 **Function Impacted**: Fiber Internet Ordering **Issue Category**: QF: SOM **Work Order**: A00401463 **Case Number**: 01622234  **Summary**: ROP (Routing Optimization Process) failure is preventing customers from ordering fiber internet.,address correction
 SQE Check with SQE for the address Id fatally failed.,address correction
 A quality failure occurred due to a failed ROP (Run On Printer) process.,address correction
